Timeseries,Power Consumption (W)
2023-07-11 05:15:00+02:00,300.0092667
2023-07-11 05:30:00+02:00,5700.009067
2023-07-11 05:45:00+02:00,8900.014667
2023-07-11 06:00:00+02:00,11366.69573
2023-07-11 06:15:00+02:00,9200.039267
2023-07-11 06:30:00+02:00,5266.7102
2023-07-11 06:45:00+02:00,7500.036067
2023-07-11 07:00:00+02:00,5633.3534
2023-07-11 07:15:00+02:00,3066.684933
2023-07-11 07:30:00+02:00,4433.3528
2023-07-11 07:45:00+02:00,6300.021733
2023-07-11 08:00:00+02:00,6533.357067
2023-07-11 08:15:00+02:00,8333.358
2023-07-11 08:30:00+02:00,13166.6928
2023-07-11 08:45:00+02:00,7033.362067
2023-07-11 09:00:00+02:00,4266.696267
2023-07-11 09:15:00+02:00,6000.029
2023-07-11 09:30:00+02:00,8000.027733
2023-07-11 09:45:00+02:00,10853.35853
2023-07-11 10:00:00+02:00,7900.025133
2023-07-11 10:15:00+02:00,5433.357133
2023-07-11 10:30:00+02:00,6500.022067
2023-07-11 10:45:00+02:00,1826.691133
2023-07-11 11:00:00+02:00,240.0268667
2023-07-11 11:15:00+02:00,2546.692933
2023-07-11 11:30:00+02:00,3433.361267
2023-07-11 11:45:00+02:00,4196.699667
2023-07-11 12:00:00+02:00,3948.3714
2023-07-11 12:15:00+02:00,4873.3724
2023-07-11 12:30:00+02:00,6218.37
2023-07-11 12:45:00+02:00,5281.7024
2023-07-11 13:00:00+02:00,4576.700067
2023-07-11 13:15:00+02:00,4310.031267
2023-07-11 13:30:00+02:00,3961.696933
2023-07-11 13:45:00+02:00,3791.6964
2023-07-11 14:00:00+02:00,3755.030267
2023-07-11 14:15:00+02:00,4160.030333
2023-07-11 14:30:00+02:00,4141.698
2023-07-11 14:45:00+02:00,4381.700533
2023-07-11 15:00:00+02:00,7503.376933
2023-07-11 15:15:00+02:00,5970.049267
2023-07-11 15:30:00+02:00,8120.049
2023-07-11 15:45:00+02:00,7268.3814
2023-07-11 16:00:00+02:00,4575.036533
2023-07-11 16:15:00+02:00,4375.0312
2023-07-11 16:30:00+02:00,4276.6994
2023-07-11 16:45:00+02:00,6146.701333
2023-07-11 17:00:00+02:00,8095.035267
2023-07-11 17:15:00+02:00,6100.039133
2023-07-11 17:30:00+02:00,6366.705533
2023-07-11 17:45:00+02:00,13026.70307
2023-07-11 18:00:00+02:00,10306.71333
2023-07-11 18:15:00+02:00,13091.71527
2023-07-11 18:30:00+02:00,12341.71447
2023-07-11 18:45:00+02:00,11875.04613
2023-07-11 19:00:00+02:00,13215.04153
2023-07-11 19:15:00+02:00,10081.70807
2023-07-11 19:30:00+02:00,12663.3726
2023-07-11 19:45:00+02:00,8135.039067
2023-07-11 20:00:00+02:00,12328.36867
2023-07-11 20:15:00+02:00,19105.03207
2023-07-11 20:30:00+02:00,16165.02813
2023-07-11 20:45:00+02:00,14840.025
2023-07-11 21:00:00+02:00,10153.36167
2023-07-11 21:15:00+02:00,7241.698267
2023-07-11 21:30:00+02:00,5475.031267
2023-07-11 21:45:00+02:00,3675.028133
2023-07-11 22:00:00+02:00,3700.021133
2023-07-11 22:15:00+02:00,2406.684933
2023-07-11 22:30:00+02:00,1806.682067
2023-07-11 22:45:00+02:00,985.0118
2023-07-11 23:00:00+02:00,536.678
2023-07-11 23:15:00+02:00,1330.0088
2023-07-11 23:30:00+02:00,1265.006867
2023-07-11 23:45:00+02:00,470.009
2023-07-12 00:00:00+02:00,0
2023-07-12 00:15:00+02:00,0
2023-07-12 00:30:00+02:00,0
2023-07-12 00:45:00+02:00,0
2023-07-12 01:00:00+02:00,0
2023-07-12 01:15:00+02:00,0
2023-07-12 01:30:00+02:00,0
2023-07-12 01:45:00+02:00,0
2023-07-12 02:00:00+02:00,0
2023-07-12 02:15:00+02:00,0
2023-07-12 02:30:00+02:00,0
2023-07-12 02:45:00+02:00,0.001
2023-07-12 03:00:00+02:00,0.002
2023-07-12 03:15:00+02:00,0.002
2023-07-12 03:30:00+02:00,0.002
2023-07-12 03:45:00+02:00,0.002
2023-07-12 04:00:00+02:00,866.6678
2023-07-12 04:15:00+02:00,1000.001
2023-07-12 04:30:00+02:00,1000.001
2023-07-12 04:45:00+02:00,1000.001
2023-07-12 05:00:00+02:00,1000.001867
2023-07-12 05:15:00+02:00,66.6706
2023-07-12 05:30:00+02:00,0.004466667
2023-07-12 05:45:00+02:00,533.3435333
2023-07-12 06:00:00+02:00,4000.028867
2023-07-12 06:15:00+02:00,5666.7032
2023-07-12 06:30:00+02:00,10633.3694
2023-07-12 06:45:00+02:00,13966.69867
2023-07-12 07:00:00+02:00,9566.6864
2023-07-12 07:15:00+02:00,14800.0158
2023-07-12 07:30:00+02:00,23133.35047
2023-07-12 07:45:00+02:00,19933.35313
2023-07-12 08:00:00+02:00,14033.3556
2023-07-12 08:15:00+02:00,10400.0264
2023-07-12 08:30:00+02:00,9266.6948
2023-07-12 08:45:00+02:00,11933.36073
2023-07-12 09:00:00+02:00,8266.696667
2023-07-12 09:15:00+02:00,10726.697
2023-07-12 09:30:00+02:00,7866.6992
2023-07-12 09:45:00+02:00,9433.363933
2023-07-12 10:00:00+02:00,10353.3608
2023-07-12 10:15:00+02:00,5016.696
2023-07-12 10:30:00+02:00,3416.696133
2023-07-12 10:45:00+02:00,1150.0266
2023-07-12 11:00:00+02:00,1950.025133
2023-07-12 11:15:00+02:00,2526.6934
2023-07-12 11:30:00+02:00,3570.0264
2023-07-12 11:45:00+02:00,2191.695867
2023-07-12 12:00:00+02:00,1570.036867
2023-07-12 12:15:00+02:00,5366.705133
2023-07-12 12:30:00+02:00,4080.0398
2023-07-12 12:45:00+02:00,3038.371133
2023-07-12 13:00:00+02:00,2955.033733
2023-07-12 13:15:00+02:00,1995.032067
2023-07-12 13:30:00+02:00,1465.031533
2023-07-12 13:45:00+02:00,1070.031533
2023-07-12 14:00:00+02:00,1050.032
2023-07-12 14:15:00+02:00,2081.699333
2023-07-12 14:30:00+02:00,3183.366867
2023-07-12 14:45:00+02:00,4036.704533
2023-07-12 15:00:00+02:00,6700.0472
2023-07-12 15:15:00+02:00,8560.0522
2023-07-12 15:30:00+02:00,11143.383
2023-07-12 15:45:00+02:00,8273.3746
2023-07-12 16:00:00+02:00,6016.701267
2023-07-12 16:15:00+02:00,5300.032333
2023-07-12 16:30:00+02:00,4526.700133
2023-07-12 16:45:00+02:00,5351.7002
2023-07-12 17:00:00+02:00,4535.036
2023-07-12 17:15:00+02:00,5948.369533
2023-07-12 17:30:00+02:00,4475.036933
2023-07-12 17:45:00+02:00,4583.3732
2023-07-12 18:00:00+02:00,12460.04187
2023-07-12 18:15:00+02:00,12973.3784
2023-07-12 18:30:00+02:00,9933.377867
2023-07-12 18:45:00+02:00,11100.04413
2023-07-12 19:00:00+02:00,4896.7104
2023-07-12 19:15:00+02:00,11406.70507
2023-07-12 19:30:00+02:00,13478.3658
2023-07-12 19:45:00+02:00,10903.3662
2023-07-12 20:00:00+02:00,10445.0324
2023-07-12 20:15:00+02:00,10856.69607
2023-07-12 20:30:00+02:00,11136.69407
2023-07-12 20:45:00+02:00,14771.69107
2023-07-12 21:00:00+02:00,8956.6896
2023-07-12 21:15:00+02:00,7958.3544
2023-07-12 21:30:00+02:00,5266.683733
2023-07-12 21:45:00+02:00,4175.0142
2023-07-12 22:00:00+02:00,1198.3462
2023-07-12 22:15:00+02:00,350.0130667
2023-07-12 22:30:00+02:00,300.013
2023-07-12 22:45:00+02:00,265.0121333
2023-07-12 23:00:00+02:00,250.0103333
2023-07-12 23:15:00+02:00,1036.6734
2023-07-12 23:30:00+02:00,1150.003333
2023-07-12 23:45:00+02:00,583.3374667
2023-07-13 00:00:00+02:00,0
2023-07-13 00:15:00+02:00,0
2023-07-13 00:30:00+02:00,0
2023-07-13 00:45:00+02:00,0
2023-07-13 01:00:00+02:00,0
2023-07-13 01:15:00+02:00,0
2023-07-13 01:30:00+02:00,0
2023-07-13 01:45:00+02:00,0.001
2023-07-13 02:00:00+02:00,0.0018
2023-07-13 02:15:00+02:00,0.002
2023-07-13 02:30:00+02:00,0.002
2023-07-13 02:45:00+02:00,0.002
2023-07-13 03:00:00+02:00,0.002
2023-07-13 03:15:00+02:00,0.002
2023-07-13 03:30:00+02:00,0.002
2023-07-13 03:45:00+02:00,0.002
2023-07-13 04:00:00+02:00,866.6678
2023-07-13 04:15:00+02:00,1000.001
2023-07-13 04:30:00+02:00,466.6682
2023-07-13 04:45:00+02:00,0.002733333
2023-07-13 05:00:00+02:00,0.005
2023-07-13 05:15:00+02:00,0.005933333
2023-07-13 05:30:00+02:00,733.3406
2023-07-13 05:45:00+02:00,4866.68
2023-07-13 06:00:00+02:00,3600.029867
2023-07-13 06:15:00+02:00,8333.3682
2023-07-13 06:30:00+02:00,4933.373
2023-07-13 06:45:00+02:00,6066.7054
2023-07-13 07:00:00+02:00,5600.0256
2023-07-13 07:15:00+02:00,10933.35347
2023-07-13 07:30:00+02:00,14100.01967
2023-07-13 07:45:00+02:00,17066.68787
2023-07-13 08:00:00+02:00,11600.0224
2023-07-13 08:15:00+02:00,8400.022867
2023-07-13 08:30:00+02:00,9333.357867
2023-07-13 08:45:00+02:00,4933.360867
2023-07-13 09:00:00+02:00,5800.027933
2023-07-13 09:15:00+02:00,8900.025933
2023-07-13 09:30:00+02:00,7133.360267
2023-07-13 09:45:00+02:00,3933.361133
2023-07-13 10:00:00+02:00,2620.0262
2023-07-13 10:15:00+02:00,2833.358
2023-07-13 10:30:00+02:00,2920.0242
2023-07-13 10:45:00+02:00,4370.021467
2023-07-13 11:00:00+02:00,4950.021067
2023-07-13 11:15:00+02:00,2756.690467
2023-07-13 11:30:00+02:00,561.6934667
2023-07-13 11:45:00+02:00,1415.027267
2023-07-13 12:00:00+02:00,5235.0296
2023-07-13 12:15:00+02:00,6298.365533
2023-07-13 12:30:00+02:00,6215.032933
2023-07-13 12:45:00+02:00,6751.701133
2023-07-13 13:00:00+02:00,4125.0334
2023-07-13 13:15:00+02:00,2543.3638
2023-07-13 13:30:00+02:00,2956.697533
2023-07-13 13:45:00+02:00,6625.028467
2023-07-13 14:00:00+02:00,5721.698
2023-07-13 14:15:00+02:00,6658.3642
2023-07-13 14:30:00+02:00,4460.033133
2023-07-13 14:45:00+02:00,5023.3708
2023-07-13 15:00:00+02:00,5161.716733
2023-07-13 15:15:00+02:00,8583.3824
2023-07-13 15:30:00+02:00,5181.718133
2023-07-13 15:45:00+02:00,4721.7138
2023-07-13 16:00:00+02:00,2675.0366
2023-07-13 16:15:00+02:00,2875.0342
2023-07-13 16:30:00+02:00,3158.367
2023-07-13 16:45:00+02:00,3690.034933
2023-07-13 17:00:00+02:00,8920.032933
2023-07-13 17:15:00+02:00,12468.36407
2023-07-13 17:30:00+02:00,13408.36593
2023-07-13 17:45:00+02:00,15135.0376
2023-07-13 18:00:00+02:00,6580.045533
2023-07-13 18:15:00+02:00,10833.37873
2023-07-13 18:30:00+02:00,18716.7096
2023-07-13 18:45:00+02:00,23875.04213
2023-07-13 19:00:00+02:00,31281.7006
2023-07-13 19:15:00+02:00,21845.03627
2023-07-13 19:30:00+02:00,12628.37033
2023-07-13 19:45:00+02:00,12526.7002
2023-07-13 20:00:00+02:00,6535.032333
2023-07-13 20:15:00+02:00,10936.6966
2023-07-13 20:30:00+02:00,7236.695467
2023-07-13 20:45:00+02:00,9876.691
2023-07-13 21:00:00+02:00,10981.68807
2023-07-13 21:15:00+02:00,9310.018867
2023-07-13 21:30:00+02:00,7338.351867
2023-07-13 21:45:00+02:00,3998.351467
2023-07-13 22:00:00+02:00,3125.0156
2023-07-13 22:15:00+02:00,711.6813333
2023-07-13 22:30:00+02:00,560.012
2023-07-13 22:45:00+02:00,410.0118667
2023-07-13 23:00:00+02:00,300.0086667
2023-07-13 23:15:00+02:00,300.0065333
2023-07-13 23:30:00+02:00,180.0060667
2023-07-13 23:45:00+02:00,40.00373333
2023-07-14 00:00:00+02:00,0
2023-07-14 00:15:00+02:00,0
2023-07-14 00:30:00+02:00,0
2023-07-14 00:45:00+02:00,0
2023-07-14 01:00:00+02:00,0
2023-07-14 01:15:00+02:00,0
2023-07-14 01:30:00+02:00,0
2023-07-14 01:45:00+02:00,0
2023-07-14 02:00:00+02:00,0
2023-07-14 02:15:00+02:00,0.001133333
2023-07-14 02:30:00+02:00,0.002
2023-07-14 02:45:00+02:00,0.002
2023-07-14 03:00:00+02:00,0.002
2023-07-14 03:15:00+02:00,0.002
2023-07-14 03:30:00+02:00,0.002
2023-07-14 03:45:00+02:00,0.002
2023-07-14 04:00:00+02:00,0.002
2023-07-14 04:15:00+02:00,0.002
2023-07-14 04:30:00+02:00,0.002
2023-07-14 04:45:00+02:00,0.002
2023-07-14 05:00:00+02:00,0.002266667
2023-07-14 05:15:00+02:00,400.0032667
2023-07-14 05:30:00+02:00,266.6710667
2023-07-14 05:45:00+02:00,466.6770667
2023-07-14 06:00:00+02:00,1333.3626
2023-07-14 06:15:00+02:00,6133.368467
2023-07-14 06:30:00+02:00,6033.3724
2023-07-14 06:45:00+02:00,3400.0366
2023-07-14 07:00:00+02:00,7000.023867
2023-07-14 07:15:00+02:00,5800.019867
2023-07-14 07:30:00+02:00,8100.021067
2023-07-14 07:45:00+02:00,11533.35633
2023-07-14 08:00:00+02:00,14053.35513
2023-07-14 08:15:00+02:00,12266.69027
2023-07-14 08:30:00+02:00,9100.026533
2023-07-14 08:45:00+02:00,13366.69267
2023-07-14 09:00:00+02:00,7400.027933
2023-07-14 09:15:00+02:00,9966.693533
2023-07-14 09:30:00+02:00,13126.69133
2023-07-14 09:45:00+02:00,11000.02453
2023-07-14 10:00:00+02:00,5120.026933
2023-07-14 10:15:00+02:00,3696.694133
2023-07-14 10:30:00+02:00,3248.358267
2023-07-14 10:45:00+02:00,3121.692533
2023-07-14 11:00:00+02:00,2855.027867
2023-07-14 11:15:00+02:00,1753.362
2023-07-14 11:30:00+02:00,2365.030133
2023-07-14 11:45:00+02:00,1735.034267
2023-07-14 12:00:00+02:00,1635.038733
2023-07-14 12:15:00+02:00,4190.0392
2023-07-14 12:30:00+02:00,7735.037067
2023-07-14 12:45:00+02:00,5215.037467
2023-07-14 13:00:00+02:00,7235.032733
2023-07-14 13:15:00+02:00,5293.364133
2023-07-14 13:30:00+02:00,2900.033
2023-07-14 13:45:00+02:00,4666.6982
2023-07-14 14:00:00+02:00,5265.030133
2023-07-14 14:15:00+02:00,6521.695267
2023-07-14 14:30:00+02:00,6363.3626
2023-07-14 14:45:00+02:00,6021.701867
2023-07-14 15:00:00+02:00,5425.05
2023-07-14 15:15:00+02:00,7261.717533
2023-07-14 15:30:00+02:00,6165.0502
2023-07-14 15:45:00+02:00,3866.712733
2023-07-14 16:00:00+02:00,4863.364933
2023-07-14 16:15:00+02:00,2380.032533
2023-07-14 16:30:00+02:00,2775.0342
2023-07-14 16:45:00+02:00,2368.367733
2023-07-14 17:00:00+02:00,3395.0324
2023-07-14 17:15:00+02:00,3898.3638
2023-07-14 17:30:00+02:00,7073.364667
2023-07-14 17:45:00+02:00,6330.038267
2023-07-14 18:00:00+02:00,10043.37353
2023-07-14 18:15:00+02:00,13276.71007
2023-07-14 18:30:00+02:00,14030.046
2023-07-14 18:45:00+02:00,11986.7096
2023-07-14 19:00:00+02:00,23980.03467
2023-07-14 19:15:00+02:00,28278.36553
2023-07-14 19:30:00+02:00,17615.03693
2023-07-14 19:45:00+02:00,11055.03707
2023-07-14 20:00:00+02:00,12748.36613
2023-07-14 20:15:00+02:00,11341.69933
2023-07-14 20:30:00+02:00,12933.36567
2023-07-14 20:45:00+02:00,15993.36327
2023-07-14 21:00:00+02:00,6958.362533
2023-07-14 21:15:00+02:00,6316.691733
2023-07-14 21:30:00+02:00,5748.355267
2023-07-14 21:45:00+02:00,4158.3522
2023-07-14 22:00:00+02:00,5685.0166
2023-07-14 22:15:00+02:00,4368.3484
2023-07-14 22:30:00+02:00,2620.016
2023-07-14 22:45:00+02:00,1883.348533
2023-07-14 23:00:00+02:00,1325.011933
2023-07-14 23:15:00+02:00,500.0087333
2023-07-14 23:30:00+02:00,280.0079333
2023-07-14 23:45:00+02:00,90.00773333
2023-07-15 00:00:00+02:00,0
2023-07-15 00:15:00+02:00,0
2023-07-15 00:30:00+02:00,0
2023-07-15 00:45:00+02:00,0
2023-07-15 01:00:00+02:00,0
2023-07-15 01:15:00+02:00,0
2023-07-15 01:30:00+02:00,0
2023-07-15 01:45:00+02:00,0
2023-07-15 02:00:00+02:00,0
2023-07-15 02:15:00+02:00,0.000466667
2023-07-15 02:30:00+02:00,0.001
2023-07-15 02:45:00+02:00,0.001
2023-07-15 03:00:00+02:00,866.6668
2023-07-15 03:15:00+02:00,1000
2023-07-15 03:30:00+02:00,800.0002
2023-07-15 03:45:00+02:00,0.001
2023-07-15 04:00:00+02:00,0.001
2023-07-15 04:15:00+02:00,0.001066667
2023-07-15 04:30:00+02:00,0.002533333
2023-07-15 04:45:00+02:00,0.003733333
2023-07-15 05:00:00+02:00,0.006533333
2023-07-15 05:15:00+02:00,0.0108
2023-07-15 05:30:00+02:00,2200.011267
2023-07-15 05:45:00+02:00,4200.014533
2023-07-15 06:00:00+02:00,6933.367267
2023-07-15 06:15:00+02:00,8266.7074
2023-07-15 06:30:00+02:00,14033.37373
2023-07-15 06:45:00+02:00,15100.03793
2023-07-15 07:00:00+02:00,12766.69313
2023-07-15 07:15:00+02:00,12833.35293
2023-07-15 07:30:00+02:00,8533.356733
2023-07-15 07:45:00+02:00,6600.0258
2023-07-15 08:00:00+02:00,6866.693867
2023-07-15 08:15:00+02:00,8560.0296
2023-07-15 08:30:00+02:00,14766.69393
2023-07-15 08:45:00+02:00,12106.69407
2023-07-15 09:00:00+02:00,9520.028133
2023-07-15 09:15:00+02:00,9733.359667
2023-07-15 09:30:00+02:00,8000.0264
2023-07-15 09:45:00+02:00,13566.6926
2023-07-15 10:00:00+02:00,11870.02547
2023-07-15 10:15:00+02:00,8263.357333
2023-07-15 10:30:00+02:00,6156.69
2023-07-15 10:45:00+02:00,5190.0248
2023-07-15 11:00:00+02:00,2885.025067
2023-07-15 11:15:00+02:00,735.0242
2023-07-15 11:30:00+02:00,1175.024133
2023-07-15 11:45:00+02:00,1175.029867
2023-07-15 12:00:00+02:00,2366.700867
2023-07-15 12:15:00+02:00,2055.039867
2023-07-15 12:30:00+02:00,4341.704267
2023-07-15 12:45:00+02:00,3336.701933
2023-07-15 13:00:00+02:00,1675.0334
2023-07-15 13:15:00+02:00,2751.6986
2023-07-15 13:30:00+02:00,3631.698867
2023-07-15 13:45:00+02:00,5041.697133
2023-07-15 14:00:00+02:00,4913.363733
2023-07-15 14:15:00+02:00,6616.6964
2023-07-15 14:30:00+02:00,5563.364333
2023-07-15 14:45:00+02:00,4848.370267
2023-07-15 15:00:00+02:00,6578.381067
2023-07-15 15:15:00+02:00,7191.717067
2023-07-15 15:30:00+02:00,6913.3852
2023-07-15 15:45:00+02:00,3900.048933
2023-07-15 16:00:00+02:00,2616.705733
2023-07-15 16:15:00+02:00,3498.3652
2023-07-15 16:30:00+02:00,6621.697067
2023-07-15 16:45:00+02:00,6195.031467
2023-07-15 17:00:00+02:00,4760.033133
2023-07-15 17:15:00+02:00,2993.370733
2023-07-15 17:30:00+02:00,3440.035333
2023-07-15 17:45:00+02:00,5213.3746
2023-07-15 18:00:00+02:00,6500.0468
2023-07-15 18:15:00+02:00,16310.04453
2023-07-15 18:30:00+02:00,23590.0438
2023-07-15 18:45:00+02:00,15516.71447
2023-07-15 19:00:00+02:00,18211.70927
2023-07-15 19:15:00+02:00,19071.70667
2023-07-15 19:30:00+02:00,20213.3726
2023-07-15 19:45:00+02:00,15600.03673
2023-07-15 20:00:00+02:00,13933.3664
2023-07-15 20:15:00+02:00,8756.699267
2023-07-15 20:30:00+02:00,8783.3612
2023-07-15 20:45:00+02:00,7568.361133
2023-07-15 21:00:00+02:00,9171.690533
2023-07-15 21:15:00+02:00,7081.688733
2023-07-15 21:30:00+02:00,8966.686933
2023-07-15 21:45:00+02:00,11593.3548
2023-07-15 22:00:00+02:00,4890.0184
2023-07-15 22:15:00+02:00,2013.3498
2023-07-15 22:30:00+02:00,780.0156667
2023-07-15 22:45:00+02:00,825.0124667
2023-07-15 23:00:00+02:00,745.0106
2023-07-15 23:15:00+02:00,600.0112667
2023-07-15 23:30:00+02:00,475.0132667
2023-07-15 23:45:00+02:00,65.01313333
2023-07-16 00:00:00+02:00,0
2023-07-16 00:15:00+02:00,0
2023-07-16 00:30:00+02:00,0
2023-07-16 00:45:00+02:00,0
2023-07-16 01:00:00+02:00,0
2023-07-16 01:15:00+02:00,0
2023-07-16 01:30:00+02:00,0.0002
2023-07-16 01:45:00+02:00,0.001
2023-07-16 02:00:00+02:00,0.001666667
2023-07-16 02:15:00+02:00,0.002
2023-07-16 02:30:00+02:00,0.002
2023-07-16 02:45:00+02:00,0.002
2023-07-16 03:00:00+02:00,0.002
2023-07-16 03:15:00+02:00,0.002
2023-07-16 03:30:00+02:00,0.002
2023-07-16 03:45:00+02:00,0.002
2023-07-16 04:00:00+02:00,0.002533333
2023-07-16 04:15:00+02:00,0.003
2023-07-16 04:30:00+02:00,0.004
2023-07-16 04:45:00+02:00,0.005
2023-07-16 05:00:00+02:00,900.0064
2023-07-16 05:15:00+02:00,1500.0068
2023-07-16 05:30:00+02:00,1500.008867
2023-07-16 05:45:00+02:00,300.0158
2023-07-16 06:00:00+02:00,3866.6974
2023-07-16 06:15:00+02:00,7733.3712
2023-07-16 06:30:00+02:00,12800.03727
2023-07-16 06:45:00+02:00,10433.3694
2023-07-16 07:00:00+02:00,6433.362133
2023-07-16 07:15:00+02:00,6700.0228
2023-07-16 07:30:00+02:00,8366.690067
2023-07-16 07:45:00+02:00,9700.025133
2023-07-16 08:00:00+02:00,11600.02847
2023-07-16 08:15:00+02:00,9333.365267
2023-07-16 08:30:00+02:00,10333.36653
2023-07-16 08:45:00+02:00,12900.03253
2023-07-16 09:00:00+02:00,10493.3656
2023-07-16 09:15:00+02:00,5853.3676
2023-07-16 09:30:00+02:00,3693.367533
2023-07-16 09:45:00+02:00,2533.367867
2023-07-16 10:00:00+02:00,9986.695467
2023-07-16 10:15:00+02:00,9280.028067
2023-07-16 10:30:00+02:00,5006.696867
2023-07-16 10:45:00+02:00,400.0302
2023-07-16 11:00:00+02:00,2120.0276
2023-07-16 11:15:00+02:00,1700.0264
2023-07-16 11:30:00+02:00,2606.693067
2023-07-16 11:45:00+02:00,1933.362267
2023-07-16 12:00:00+02:00,3568.367133
